customerID;SeniorCitizen;tenure;Contract;PaymentMethod;MonthlyCharges;Churn;tenure_group;auto_payment
8309-IEYJD;Yes;1;Month-to-month;Mailed check;70.6;No;< 1 ano;Manual
9172-JITSM;No;26;Month-to-month;Electronic check;90.8;Yes;> 2 anos;Manual
6298-QDFNH;No;22;Month-to-month;Electronic check;79.35;Yes;1-2 anos;Manual
7398-HPYZQ;No;71;Two year;Bank transfer (automatic);90.55;No;> 2 anos;Automatico
3546-GHEAE;No;7;Two year;Mailed check;19.45;No;< 1 ano;Manual
7361-YPXFS;Yes;28;Month-to-month;Bank transfer (automatic);64.45;No;> 2 anos;Automatico
6557-BZXLQ;Yes;16;Month-to-month;Electronic check;69.65;No;1-2 anos;Manual
2550-QHZGP;No;7;One year;Mailed check;19.5;No;< 1 ano;Manual
7519-JTWQH;No;69;Two year;Bank transfer (automatic);110.5;No;> 2 anos;Automatico
2538-OIMXF;No;1;Month-to-month;Mailed check;24.7;No;< 1 ano;Manual
8543-MSDMF;No;3;Month-to-month;Electronic check;77.4;No;< 1 ano;Manual
9961-JBNMK;Yes;21;Month-to-month;Bank transfer (automatic);96.8;Yes;1-2 anos;Automatico
1170-SASML;No;69;Month-to-month;Bank transfer (automatic);85.4;No;> 2 anos;Automatico
4872-JCVCA;No;71;Two year;Bank transfer (automatic);47.6;No;> 2 anos;Automatico
5346-BZCHP;No;69;Two year;Mailed check;19.4;No;> 2 anos;Manual
2038-LLMLM;No;48;Month-to-month;Electronic check;103.85;No;> 2 anos;Manual
6173-ITPWD;No;47;Month-to-month;Bank transfer (automatic);83.35;Yes;> 2 anos;Automatico
9734-UYXQI;No;2;Month-to-month;Electronic check;49.4;Yes;< 1 ano;Manual
1216-BGTSP;No;45;Month-to-month;Credit card (automatic);108.45;No;> 2 anos;Automatico
4138-NAXED;No;51;Month-to-month;Bank transfer (automatic);81;No;> 2 anos;Automatico
2189-UXTKY;No;22;Month-to-month;Electronic check;79.2;Yes;1-2 anos;Manual
0744-BIKKF;No;72;Two year;Bank transfer (automatic);86.65;No;> 2 anos;Automatico
7483-IQWIB;No;37;Month-to-month;Electronic check;92.95;No;> 2 anos;Manual
5248-KWLAR;No;71;Two year;Electronic check;90.35;No;> 2 anos;Manual
4958-GZWIY;No;7;Month-to-month;Electronic check;48.7;Yes;< 1 ano;Manual
7996-MHXLW;No;66;Two year;Credit card (automatic);25.15;No;> 2 anos;Automatico
7833-PKIHD;No;51;One year;Bank transfer (automatic);76.4;No;> 2 anos;Automatico
7061-OVMIM;No;30;One year;Bank transfer (automatic);19.55;No;> 2 anos;Automatico
5153-RTHKF;No;34;Month-to-month;Electronic check;85.35;No;> 2 anos;Manual
1852-QSWCD;No;64;Two year;Mailed check;24.8;No;> 2 anos;Manual
4832-VRBMR;Yes;65;One year;Bank transfer (automatic);103.15;No;> 2 anos;Automatico
9079-LWTFD;No;47;Month-to-month;Mailed check;100.75;No;> 2 anos;Manual
6356-ELRKD;No;1;Month-to-month;Electronic check;95.6;Yes;< 1 ano;Manual
8624-GIOUT;No;49;Month-to-month;Credit card (automatic);59.75;Yes;> 2 anos;Automatico
3392-EHMNK;No;67;Two year;Credit card (automatic);94.1;No;> 2 anos;Automatico
5986-WWXDV;No;39;One year;Bank transfer (automatic);19.35;No;> 2 anos;Automatico
3061-BCKYI;No;14;Month-to-month;Mailed check;19.9;No;1-2 anos;Manual
6179-GJPSO;Yes;43;Month-to-month;Credit card (automatic);108.15;Yes;> 2 anos;Automatico
7901-TBKJX;Yes;56;Month-to-month;Electronic check;101.05;No;> 2 anos;Manual
7228-PAQPD;No;14;One year;Credit card (automatic);59.1;No;1-2 anos;Automatico
3177-LASXD;No;1;Month-to-month;Electronic check;71.35;Yes;< 1 ano;Manual
7746-QYVCO;No;16;One year;Mailed check;55.85;No;1-2 anos;Manual
5804-HYIEZ;No;70;Month-to-month;Electronic check;106.05;No;> 2 anos;Manual
9919-FZDED;Yes;72;Two year;Credit card (automatic);84.1;No;> 2 anos;Automatico
5934-TSSAU;No;23;Month-to-month;Credit card (automatic);75.3;No;1-2 anos;Automatico
3486-KHMLI;No;21;Month-to-month;Mailed check;24.7;No;1-2 anos;Manual
4897-QSUYC;No;1;Month-to-month;Mailed check;20.15;Yes;< 1 ano;Manual
1084-UQCHV;No;1;Month-to-month;Bank transfer (automatic);69.75;Yes;< 1 ano;Automatico
8290-YWKHZ;Yes;32;Month-to-month;Electronic check;93.2;Yes;> 2 anos;Manual
2955-BJZHG;No;17;Month-to-month;Electronic check;80.85;Yes;1-2 anos;Manual
3806-DXQOM;No;4;Month-to-month;Electronic check;33.65;Yes;< 1 ano;Manual
6784-XYJAE;No;36;One year;Electronic check;55.8;No;> 2 anos;Manual
3933-DQPWX;No;50;Two year;Credit card (automatic);39.7;No;> 2 anos;Automatico
6661-EIPZC;No;48;Month-to-month;Credit card (automatic);29.5;No;> 2 anos;Automatico
8957-THMOA;No;50;Two year;Credit card (automatic);20.15;No;> 2 anos;Automatico
2251-PYLPB;No;72;Two year;Credit card (automatic);79.55;No;> 2 anos;Automatico
5555-RNPGT;No;10;Month-to-month;Credit card (automatic);24.8;No;< 1 ano;Automatico
1057-FOGLZ;No;18;Month-to-month;Mailed check;19.65;No;1-2 anos;Manual
9300-RENDD;No;1;Month-to-month;Electronic check;79.95;Yes;< 1 ano;Manual
0761-AETCS;No;1;Month-to-month;Electronic check;19.3;Yes;< 1 ano;Manual
8087-LGYHQ;No;9;Month-to-month;Electronic check;94.05;No;< 1 ano;Manual
4137-BTIKL;No;2;Month-to-month;Mailed check;90.75;No;< 1 ano;Manual
2190-BCXEC;No;40;Month-to-month;Credit card (automatic);78.85;No;> 2 anos;Automatico
6227-FBDXH;No;69;One year;Bank transfer (automatic);99.5;No;> 2 anos;Automatico
2153-MREFK;No;37;One year;Electronic check;99.2;Yes;> 2 anos;Manual
2911-WDXMV;No;18;Month-to-month;Credit card (automatic);80.55;No;1-2 anos;Automatico
7206-PQBBZ;Yes;11;Month-to-month;Electronic check;70.2;No;< 1 ano;Manual
3106-ULWFW;No;8;Month-to-month;Credit card (automatic);85.2;Yes;< 1 ano;Automatico
0925-VYDLG;No;3;Month-to-month;Electronic check;75.25;Yes;< 1 ano;Manual
4547-FZJWE;No;55;One year;Credit card (automatic);59.45;No;> 2 anos;Automatico
7422-WNBTY;No;33;Month-to-month;Electronic check;93.35;No;> 2 anos;Manual
0842-IWYCP;No;46;Month-to-month;Bank transfer (automatic);44.95;No;> 2 anos;Automatico
3521-HTQTV;No;34;Two year;Bank transfer (automatic);26.1;No;> 2 anos;Automatico
3744-ZBHON;No;3;Month-to-month;Electronic check;20.2;No;< 1 ano;Manual
3373-DIUUN;No;30;Two year;Mailed check;21.25;No;> 2 anos;Manual
8383-SGHJU;No;33;One year;Electronic check;59.4;No;> 2 anos;Manual
7607-QKKTJ;No;45;One year;Credit card (automatic);95;No;> 2 anos;Automatico
7707-PYBBH;No;40;Month-to-month;Mailed check;61.9;No;> 2 anos;Manual
8984-HPEMB;No;71;Two year;Electronic check;118.65;No;> 2 anos;Manual
4349-GFQHK;No;1;Month-to-month;Electronic check;54.35;Yes;< 1 ano;Manual
4139-DETXS;No;72;Two year;Bank transfer (automatic);64.45;No;> 2 anos;Automatico
9779-DPNEJ;No;22;Month-to-month;Electronic check;80.15;No;1-2 anos;Manual
9805-FILKB;No;46;One year;Bank transfer (automatic);20.2;No;> 2 anos;Automatico
5793-YOLJN;No;55;Two year;Mailed check;21;No;> 2 anos;Manual
0673-IGUQO;No;1;Month-to-month;Mailed check;20.45;No;< 1 ano;Manual
4123-FCVCB;No;12;One year;Mailed check;75.85;No;1-2 anos;Manual
8819-IMISP;No;31;Month-to-month;Electronic check;80.45;No;> 2 anos;Manual
7802-EFKNY;No;5;Month-to-month;Electronic check;24.95;Yes;< 1 ano;Manual
8311-UEUAB;No;67;Two year;Electronic check;75.5;No;> 2 anos;Manual
5858-EAFCZ;No;1;Month-to-month;Mailed check;44.45;No;< 1 ano;Manual
8035-BUYVG;No;40;One year;Electronic check;42.35;Yes;> 2 anos;Manual
1163-ONYEY;No;41;Month-to-month;Credit card (automatic);74.55;No;> 2 anos;Automatico
9787-XVQIU;No;1;Month-to-month;Electronic check;75.3;Yes;< 1 ano;Manual
8945-MUQUF;No;51;One year;Electronic check;94.8;Yes;> 2 anos;Manual
5656-MJEFC;No;42;Two year;Credit card (automatic);48.15;No;> 2 anos;Automatico
6082-OQFBA;No;23;One year;Mailed check;19.65;No;1-2 anos;Manual
8051-HJRLT;Yes;1;Month-to-month;Electronic check;70.55;Yes;< 1 ano;Manual
8974-OVACP;No;1;Month-to-month;Mailed check;20.15;No;< 1 ano;Manual
4010-YLMVT;No;56;Month-to-month;Credit card (automatic);106.6;No;> 2 anos;Automatico
1379-FRVEB;No;15;Month-to-month;Electronic check;91;No;1-2 anos;Manual
8612-GXIDD;No;12;Two year;Bank transfer (automatic);25.4;No;1-2 anos;Automatico
6288-CHQJB;No;54;Two year;Bank transfer (automatic);69.95;No;> 2 anos;Automatico
8160-HOWOX;No;7;Month-to-month;Electronic check;66.85;No;< 1 ano;Manual
3023-GFLBR;No;33;Month-to-month;Credit card (automatic);86.15;Yes;> 2 anos;Automatico
6648-INWPS;No;16;Month-to-month;Electronic check;20.15;No;1-2 anos;Manual
4223-BKEOR;No;21;One year;Mailed check;64.85;No;1-2 anos;Manual
4079-VTGLK;Yes;30;Two year;Electronic check;74.85;No;> 2 anos;Manual
1763-WQFUK;No;3;Month-to-month;Mailed check;50.5;No;< 1 ano;Manual
1391-UBDAR;No;11;Month-to-month;Electronic check;72.9;No;< 1 ano;Manual
8894-JVDCV;No;62;One year;Credit card (automatic);115.05;No;> 2 anos;Automatico
2023-VQFDL;No;18;Month-to-month;Electronic check;19;No;1-2 anos;Manual
1345-GKDZZ;No;6;Month-to-month;Mailed check;19.55;No;< 1 ano;Manual
2014-MKGMH;No;46;One year;Electronic check;101.1;No;> 2 anos;Manual
5628-FCGYG;No;21;Month-to-month;Electronic check;84.1;No;1-2 anos;Manual
2560-WBWXF;No;68;Two year;Bank transfer (automatic);24.15;No;> 2 anos;Automatico
0248-IPDFW;No;1;Month-to-month;Electronic check;50.1;No;< 1 ano;Manual
7978-DKUQH;No;25;Month-to-month;Electronic check;74.6;No;> 2 anos;Manual
4335-UPJSI;No;24;Two year;Mailed check;19.75;No;> 2 anos;Manual
0524-IAVZO;No;30;Month-to-month;Electronic check;85;Yes;> 2 anos;Manual
2737-YNGYW;No;2;Month-to-month;Electronic check;80.55;Yes;< 1 ano;Manual
1784-EZDKJ;No;51;One year;Bank transfer (automatic);106.8;No;> 2 anos;Automatico
9297-FVVDH;No;57;Two year;Electronic check;84.5;No;> 2 anos;Manual
8007-YYPWD;No;15;Two year;Bank transfer (automatic);25.05;No;1-2 anos;Automatico
7101-HRBLJ;No;72;Two year;Bank transfer (automatic);83.7;No;> 2 anos;Automatico
5159-YFPKQ;No;2;Month-to-month;Electronic check;75.8;Yes;< 1 ano;Manual
6635-CPNUN;No;28;Month-to-month;Credit card (automatic);96.6;No;> 2 anos;Automatico
4021-RQSNY;Yes;29;Month-to-month;Electronic check;98.5;Yes;> 2 anos;Manual
5453-YBTWV;No;70;Two year;Credit card (automatic);101.1;No;> 2 anos;Automatico
5039-LZRQT;No;13;One year;Mailed check;20.2;No;1-2 anos;Manual
2931-VUVJN;Yes;59;One year;Electronic check;94.05;No;> 2 anos;Manual
9061-TIHDA;Yes;13;Month-to-month;Electronic check;95.25;Yes;1-2 anos;Manual
8699-ASUFO;Yes;7;Month-to-month;Mailed check;74.4;Yes;< 1 ano;Manual
6418-PIQSP;No;62;Two year;Mailed check;81;No;> 2 anos;Manual
8220-OCUFY;No;21;One year;Electronic check;60.25;No;1-2 anos;Manual
3995-WFCSM;No;2;Month-to-month;Electronic check;60.85;No;< 1 ano;Manual
1895-QTKDO;No;1;Month-to-month;Credit card (automatic);43.95;No;< 1 ano;Automatico
2038-OEQZH;No;4;Month-to-month;Electronic check;86.05;No;< 1 ano;Manual
1178-PZGAB;No;19;One year;Credit card (automatic);20.25;No;1-2 anos;Automatico
7927-AUXBZ;No;30;Month-to-month;Electronic check;85.15;Yes;> 2 anos;Manual
2626-VEEWG;No;67;Two year;Credit card (automatic);19.4;No;> 2 anos;Automatico
2878-RMWXY;Yes;72;Two year;Credit card (automatic);102.65;No;> 2 anos;Automatico
1657-DYMBM;No;53;Two year;Credit card (automatic);19.9;No;> 2 anos;Automatico
7311-MQJCH;No;5;One year;Electronic check;19.55;No;< 1 ano;Manual
7375-WMVMT;Yes;71;Two year;Credit card (automatic);95.5;No;> 2 anos;Automatico
1136-XGEQU;No;50;One year;Credit card (automatic);84.15;No;> 2 anos;Automatico
2530-FMFXO;No;56;Two year;Electronic check;103.2;No;> 2 anos;Manual
6844-DZKRF;No;2;Month-to-month;Credit card (automatic);50.2;No;< 1 ano;Automatico
4695-WJZUE;Yes;2;Month-to-month;Electronic check;88.55;Yes;< 1 ano;Manual
7619-ODSGN;No;24;Month-to-month;Electronic check;54.75;Yes;> 2 anos;Manual
5970-GHJAW;No;46;Two year;Credit card (automatic);19.95;No;> 2 anos;Automatico
8879-XUAHX;No;71;Two year;Electronic check;116.25;No;> 2 anos;Manual
3689-MOZGR;No;29;Month-to-month;Electronic check;31.2;No;> 2 anos;Manual
4195-PNGZS;No;69;Two year;Bank transfer (automatic);24.45;No;> 2 anos;Automatico
5003-XZWWO;No;71;Two year;Credit card (automatic);84.2;No;> 2 anos;Automatico
3988-RQIXO;Yes;1;Month-to-month;Electronic check;91.3;Yes;< 1 ano;Manual
7622-FWGEW;Yes;56;Two year;Bank transfer (automatic);85.65;No;> 2 anos;Automatico
6922-NCEDI;No;56;One year;Mailed check;21.2;No;> 2 anos;Manual
2514-GINMM;No;1;Month-to-month;Electronic check;79.5;Yes;< 1 ano;Manual
9891-NQDBD;No;28;One year;Mailed check;25.55;No;> 2 anos;Manual
6131-IUNXN;No;19;Month-to-month;Mailed check;20.2;No;1-2 anos;Manual
8548-AWOFC;No;66;Month-to-month;Electronic check;63.85;No;> 2 anos;Manual
9798-DRYDS;No;17;One year;Mailed check;61.95;No;1-2 anos;Manual
8532-UEFWH;No;52;Two year;Mailed check;25.75;No;> 2 anos;Manual
6296-DDOOR;No;19;One year;Electronic check;58.2;No;1-2 anos;Manual
7951-VRDVK;No;36;One year;Bank transfer (automatic);85.85;No;> 2 anos;Automatico
5931-FLJJF;Yes;7;Month-to-month;Mailed check;70.1;Yes;< 1 ano;Manual
4815-YOSUK;No;72;One year;Credit card (automatic);104.9;No;> 2 anos;Automatico
2659-VXMWZ;No;67;One year;Electronic check;111.3;Yes;> 2 anos;Manual
0380-NEAVX;Yes;34;One year;Electronic check;99.85;No;> 2 anos;Manual
3207-OYBWH;Yes;57;Month-to-month;Bank transfer (automatic);95.25;Yes;> 2 anos;Automatico
4285-GYRQC;No;7;Month-to-month;Electronic check;86.25;Yes;< 1 ano;Manual
7216-EWTRS;Yes;1;Month-to-month;Electronic check;100.8;Yes;< 1 ano;Manual
4365-MSDYN;No;8;Month-to-month;Bank transfer (automatic);19.55;No;< 1 ano;Automatico
7036-TYDEC;No;69;Two year;Electronic check;104;No;> 2 anos;Manual
5802-ADBRC;No;50;One year;Mailed check;104.4;No;> 2 anos;Manual
8076-FEZKJ;No;10;One year;Mailed check;19.5;No;< 1 ano;Manual
5197-YPYBZ;No;12;Two year;Credit card (automatic);25.25;No;1-2 anos;Automatico
8337-MSSXB;No;14;Month-to-month;Electronic check;86.3;Yes;1-2 anos;Manual
4312-GVYNH;No;70;Two year;Bank transfer (automatic);49.85;No;> 2 anos;Automatico
8495-LJDFO;Yes;64;Month-to-month;Bank transfer (automatic);108.95;No;> 2 anos;Automatico
0839-JTCUD;No;66;Two year;Credit card (automatic);89.9;No;> 2 anos;Automatico
5494-WOZRZ;No;71;Two year;Credit card (automatic);82;No;> 2 anos;Automatico
1302-UHBDD;Yes;20;Month-to-month;Electronic check;89.95;No;1-2 anos;Manual
2234-EOFPT;No;72;Two year;Bank transfer (automatic);79.35;No;> 2 anos;Automatico
8619-IJNDK;No;71;Two year;Credit card (automatic);64.05;No;> 2 anos;Automatico
8378-LKJAF;No;38;Month-to-month;Credit card (automatic);101.15;No;> 2 anos;Automatico
8182-BJDSI;No;28;Month-to-month;Electronic check;89.95;Yes;> 2 anos;Manual
2528-HFYZX;Yes;17;Month-to-month;Electronic check;76.45;Yes;1-2 anos;Manual
1153-GNOLC;No;33;One year;Electronic check;39.1;No;> 2 anos;Manual
3298-QEICA;No;23;Two year;Mailed check;34.6;No;1-2 anos;Manual
0788-DXBFY;No;58;One year;Electronic check;19.55;No;> 2 anos;Manual
3597-YASZG;Yes;70;Two year;Bank transfer (automatic);104.45;No;> 2 anos;Automatico
3496-LFSZU;No;4;Month-to-month;Electronic check;70.5;No;< 1 ano;Manual
5242-UOWHD;No;45;Two year;Mailed check;20.35;No;> 2 anos;Manual
2482-CZGBB;No;10;Month-to-month;Electronic check;70;Yes;< 1 ano;Manual
6479-SZPLM;No;36;Two year;Credit card (automatic);19.45;No;> 2 anos;Automatico
8097-VBQTZ;No;54;Month-to-month;Mailed check;69.9;No;> 2 anos;Manual
4500-HKANN;No;23;Two year;Mailed check;59.7;No;1-2 anos;Manual
9917-KWRBE;No;41;One year;Credit card (automatic);78.35;No;> 2 anos;Automatico
3420-ZDBMA;Yes;5;Month-to-month;Mailed check;71.45;No;< 1 ano;Manual
2212-LYASK;No;27;One year;Credit card (automatic);45.85;No;> 2 anos;Automatico
1393-IMKZG;No;1;Month-to-month;Electronic check;95.85;No;< 1 ano;Manual
8069-RHUXK;No;67;Two year;Credit card (automatic);35.7;No;> 2 anos;Automatico
3398-GCPMU;Yes;72;Two year;Credit card (automatic);89.55;No;> 2 anos;Automatico
2908-WGAXL;No;56;Two year;Credit card (automatic);24.95;No;> 2 anos;Automatico
3378-AJRAO;No;44;One year;Electronic check;24.85;No;> 2 anos;Manual
1013-QCWAM;Yes;66;Month-to-month;Electronic check;100.8;No;> 2 anos;Manual
0866-QLSIR;No;34;One year;Mailed check;64.4;Yes;> 2 anos;Manual
6050-FFXES;No;69;Two year;Bank transfer (automatic);105.35;No;> 2 anos;Automatico
7181-BQYBV;No;1;Month-to-month;Electronic check;102.45;Yes;< 1 ano;Manual
0362-RAOQO;No;40;Two year;Credit card (automatic);19.65;No;> 2 anos;Automatico
9554-DFKIC;No;30;Month-to-month;Bank transfer (automatic);54.45;No;> 2 anos;Automatico
5527-ACHSO;No;11;Month-to-month;Mailed check;70.5;No;< 1 ano;Manual
0829-DDVLK;No;15;One year;Credit card (automatic);20.1;No;1-2 anos;Automatico
1399-UBQIU;No;11;Month-to-month;Electronic check;69.35;No;< 1 ano;Manual
1813-JLKWR;No;64;One year;Bank transfer (automatic);19.8;No;> 2 anos;Automatico
0336-PIKEI;Yes;72;Two year;Bank transfer (automatic);74.4;No;> 2 anos;Automatico
7322-OCWHC;Yes;72;Two year;Bank transfer (automatic);93.05;No;> 2 anos;Automatico
9537-VHDTA;No;1;Month-to-month;Mailed check;51.2;No;< 1 ano;Manual
4957-TIALW;No;15;One year;Credit card (automatic);65.6;No;1-2 anos;Automatico
2054-PJOCK;No;60;One year;Credit card (automatic);80.55;No;> 2 anos;Automatico
9150-HEPMB;No;56;One year;Mailed check;52.7;No;> 2 anos;Manual
9030-QGZNL;No;8;Two year;Mailed check;20.85;No;< 1 ano;Manual
6204-IEUXJ;No;3;Month-to-month;Credit card (automatic);80.1;Yes;< 1 ano;Automatico
3126-WQMGH;No;49;Month-to-month;Credit card (automatic);52.15;No;> 2 anos;Automatico
4529-CKBCL;No;2;Month-to-month;Electronic check;80.2;Yes;< 1 ano;Manual
2506-CLAKW;No;6;Month-to-month;Bank transfer (automatic);98.15;Yes;< 1 ano;Automatico
7176-WRTNX;No;70;Two year;Bank transfer (automatic);114.95;No;> 2 anos;Automatico
1583-IHQZE;No;12;Month-to-month;Mailed check;112.95;Yes;1-2 anos;Manual
5732-IKGQH;Yes;52;One year;Bank transfer (automatic);104.45;No;> 2 anos;Automatico
9239-GZHZE;No;72;Two year;Credit card (automatic);113.65;No;> 2 anos;Automatico
7205-BAIAD;No;40;Two year;Bank transfer (automatic);20.6;No;> 2 anos;Automatico
0151-ONTOV;No;1;Month-to-month;Mailed check;70.9;Yes;< 1 ano;Manual
4140-MUHUG;Yes;3;Month-to-month;Electronic check;86.85;Yes;< 1 ano;Manual
0093-EXYQL;Yes;40;Month-to-month;Electronic check;91.55;No;> 2 anos;Manual
8064-RAVOH;No;1;Month-to-month;Electronic check;49.85;No;< 1 ano;Manual
0219-QAERP;No;30;One year;Credit card (automatic);19.8;No;> 2 anos;Automatico
0320-JDNQG;No;23;Month-to-month;Electronic check;99.85;Yes;1-2 anos;Manual
7180-PISOG;No;1;Month-to-month;Electronic check;74.5;Yes;< 1 ano;Manual
9168-INPSZ;Yes;44;Month-to-month;Electronic check;104.15;No;> 2 anos;Manual
3571-RFHAR;No;65;Month-to-month;Electronic check;109.15;Yes;> 2 anos;Manual
0015-UOCOJ;Yes;7;Month-to-month;Electronic check;48.2;No;< 1 ano;Manual
5334-AFQJB;Yes;72;Two year;Credit card (automatic);25.1;No;> 2 anos;Automatico
2754-SDJRD;Yes;8;Month-to-month;Credit card (automatic);100.15;No;< 1 ano;Automatico
9578-VRMNM;No;16;Month-to-month;Credit card (automatic);65.2;Yes;1-2 anos;Automatico
1587-FKLZB;Yes;66;Month-to-month;Credit card (automatic);99.5;Yes;> 2 anos;Automatico
6140-QNRQQ;No;1;Month-to-month;Mailed check;71.55;Yes;< 1 ano;Manual
8963-JLGJT;No;3;Month-to-month;Mailed check;55.9;No;< 1 ano;Manual
4307-KTUMW;No;53;Month-to-month;Electronic check;93.9;Yes;> 2 anos;Manual
1465-LNTLJ;Yes;8;Month-to-month;Credit card (automatic);64.4;No;< 1 ano;Automatico
5440-FLBQG;Yes;69;Two year;Bank transfer (automatic);108.4;Yes;> 2 anos;Automatico
2135-DQWAQ;No;5;Month-to-month;Mailed check;85.3;No;< 1 ano;Manual
4056-QHXHZ;No;72;Two year;Mailed check;107.45;No;> 2 anos;Manual
7470-MCQTK;No;13;Month-to-month;Bank transfer (automatic);48.75;Yes;1-2 anos;Automatico
7488-MXJIV;No;4;Month-to-month;Electronic check;85.65;Yes;< 1 ano;Manual
7401-JIXNM;No;54;Two year;Credit card (automatic);91.3;No;> 2 anos;Automatico
9339-FIIJL;No;72;Two year;Bank transfer (automatic);85.95;No;> 2 anos;Automatico
2027-FECZV;No;12;Month-to-month;Electronic check;106.7;Yes;1-2 anos;Manual
2672-DZUOY;No;1;Month-to-month;Electronic check;25.15;Yes;< 1 ano;Manual
4706-DGAHW;Yes;1;Month-to-month;Electronic check;45.2;No;< 1 ano;Manual
3870-MQAMG;No;54;One year;Electronic check;110.35;Yes;> 2 anos;Manual
6670-MFRPK;No;69;Two year;Credit card (automatic);79.2;No;> 2 anos;Automatico
6177-PEVRA;No;48;Two year;Credit card (automatic);55.5;No;> 2 anos;Automatico
4800-CZMPC;No;48;One year;Credit card (automatic);103.25;Yes;> 2 anos;Automatico
4813-HQMGZ;No;8;Month-to-month;Electronic check;90.25;No;< 1 ano;Manual
7579-KKLOE;No;71;Two year;Mailed check;91.25;No;> 2 anos;Manual
7377-DMMRI;No;2;Month-to-month;Electronic check;47.8;Yes;< 1 ano;Manual
8402-EIVQS;No;67;One year;Credit card (automatic);100.9;No;> 2 anos;Automatico
4947-DSMXK;No;34;Month-to-month;Bank transfer (automatic);97.7;No;> 2 anos;Automatico
7245-NIIWQ;No;3;Month-to-month;Electronic check;69.85;No;< 1 ano;Manual
0002-ORFBO;No;9;One year;Mailed check;65.6;No;< 1 ano;Manual
3324-OIRTO;No;71;One year;Bank transfer (automatic);104.65;No;> 2 anos;Automatico
5414-OFQCB;No;57;Two year;Credit card (automatic);90.45;No;> 2 anos;Automatico
4967-WPNCF;No;72;Two year;Bank transfer (automatic);63.7;No;> 2 anos;Automatico
8552-OBVRU;Yes;48;Month-to-month;Electronic check;104.5;No;> 2 anos;Manual
8499-BRXTD;No;18;One year;Mailed check;20.1;No;1-2 anos;Manual
9154-QDGTH;No;43;One year;Credit card (automatic);104.3;No;> 2 anos;Automatico
8197-BFWVU;No;72;Two year;Bank transfer (automatic);93.25;No;> 2 anos;Automatico
2577-GVSIL;No;35;One year;Bank transfer (automatic);73.45;No;> 2 anos;Automatico
9367-OIUXP;No;4;Month-to-month;Mailed check;20.7;No;< 1 ano;Manual
6770-UAYGJ;No;49;Two year;Mailed check;25.25;No;> 2 anos;Manual
6463-HHXJR;No;71;Two year;Bank transfer (automatic);100.5;No;> 2 anos;Automatico
7928-VJYAB;No;11;Month-to-month;Electronic check;90.6;No;< 1 ano;Manual
1187-WILMM;No;63;Two year;Credit card (automatic);89.4;No;> 2 anos;Automatico
9776-OJUZI;Yes;65;Month-to-month;Bank transfer (automatic);95.45;No;> 2 anos;Automatico
1306-RPWXZ;No;49;Two year;Credit card (automatic);20.45;No;> 2 anos;Automatico
8949-JTMAY;No;29;Month-to-month;Credit card (automatic);98.6;Yes;> 2 anos;Automatico
2774-LVQUS;Yes;15;Month-to-month;Electronic check;83.05;Yes;1-2 anos;Manual
3097-PYWXL;No;4;Month-to-month;Electronic check;19.95;No;< 1 ano;Manual
2266-SJNAT;No;72;One year;Credit card (automatic);109.15;No;> 2 anos;Automatico
0869-PAPRP;Yes;26;Month-to-month;Credit card (automatic);85.7;No;> 2 anos;Automatico
4238-JSSWH;Yes;35;Month-to-month;Bank transfer (automatic);102.05;No;> 2 anos;Automatico
2972-YDYUW;No;57;One year;Electronic check;94.7;No;> 2 anos;Manual
1104-FEJAM;No;28;Month-to-month;Electronic check;64.4;No;> 2 anos;Manual
2809-ILCYT;No;25;One year;Mailed check;26.8;No;> 2 anos;Manual
5499-ECUTN;No;47;One year;Credit card (automatic);66.05;No;> 2 anos;Automatico
4981-FLTMF;No;57;Month-to-month;Bank transfer (automatic);65.2;No;> 2 anos;Automatico
9121-PHQSR;Yes;16;Month-to-month;Credit card (automatic);85.05;No;1-2 anos;Automatico
3113-IWHLC;No;5;Month-to-month;Mailed check;55.8;No;< 1 ano;Manual
3211-ILJTT;No;17;Month-to-month;Bank transfer (automatic);70.4;Yes;1-2 anos;Automatico
4612-THJBS;Yes;56;One year;Bank transfer (automatic);104.75;Yes;> 2 anos;Automatico
4277-BWBML;No;72;Two year;Bank transfer (automatic);19.95;No;> 2 anos;Automatico
4094-NSEDU;Yes;21;Month-to-month;Electronic check;94.25;Yes;1-2 anos;Manual
0234-TEVTT;No;48;One year;Credit card (automatic);45;No;> 2 anos;Automatico
4304-TSPVK;No;68;Two year;Bank transfer (automatic);114.9;No;> 2 anos;Automatico
1552-AAGRX;No;30;Month-to-month;Bank transfer (automatic);106.4;No;> 2 anos;Automatico
2637-FKFSY;No;3;Month-to-month;Mailed check;46.1;No;< 1 ano;Manual
9796-MVYXX;Yes;14;Two year;Mailed check;39.7;No;1-2 anos;Manual
7874-ECPQJ;No;4;Month-to-month;Bank transfer (automatic);20.05;No;< 1 ano;Automatico
0020-INWCK;No;71;Two year;Credit card (automatic);95.75;No;> 2 anos;Automatico
7089-RKVSZ;No;8;One year;Mailed check;24.4;No;< 1 ano;Manual
2683-JXWQQ;No;61;Month-to-month;Bank transfer (automatic);33.6;No;> 2 anos;Automatico
9548-ZMVTX;No;72;Two year;Bank transfer (automatic);90.45;No;> 2 anos;Automatico
8739-XNIKG;No;5;Month-to-month;Electronic check;84;No;< 1 ano;Manual
