customerID;SeniorCitizen;tenure;Contract;PaymentMethod;MonthlyCharges;Churn;tenure_group;auto_payment;churn_prob;pred
9504-DSHWM;No;20;Month-to-month;Bank transfer (automatic);59.2;No;1-2 anos;Automatico;0.2781355929302817;Yes
9995-HOTOH;No;63;Two year;Electronic check;59;No;> 2 anos;Manual;0.01947779078177143;No
1371-OJCEK;No;48;One year;Bank transfer (automatic);24.35;No;> 2 anos;Automatico;0.019529574791325513;No
4690-LLKUA;Yes;17;Month-to-month;Electronic check;45.05;Yes;1-2 anos;Manual;0.38622747141981895;Yes
5980-BDHPY;No;72;Two year;Bank transfer (automatic);87.1;No;> 2 anos;Automatico;0.02195183959398095;No
1498-DQNRX;No;29;Month-to-month;Mailed check;19.85;No;> 2 anos;Manual;0.11743054845679311;No
9490-DFPMD;Yes;42;Month-to-month;Electronic check;84.65;Yes;> 2 anos;Manual;0.43712416875044174;Yes
2581-VKIRT;No;59;One year;Mailed check;65.5;No;> 2 anos;Manual;0.05532907984402675;No
7426-WEIJX;Yes;60;Month-to-month;Electronic check;80.95;No;> 2 anos;Manual;0.2715969265121794;Yes
2851-MMUTZ;No;27;Month-to-month;Mailed check;56.15;No;> 2 anos;Manual;0.2790292601752171;Yes
8580-AECUZ;Yes;1;Month-to-month;Electronic check;79.1;Yes;< 1 ano;Manual;0.7377401060979552;Yes
3500-NSDOA;No;68;Two year;Credit card (automatic);70.8;No;> 2 anos;Automatico;0.01623584640627071;No
8388-DMKAE;No;8;Two year;Mailed check;20.25;No;< 1 ano;Manual;0.04511225801313718;No
9659-QEQSY;No;45;Month-to-month;Electronic check;115.65;No;> 2 anos;Manual;0.5134193952930539;Yes
5405-ZMYXQ;No;8;Month-to-month;Credit card (automatic);74.6;No;< 1 ano;Automatico;0.4727256672328797;Yes
5047-LHVLY;Yes;1;Month-to-month;Mailed check;50.15;Yes;< 1 ano;Manual;0.5594035246127583;Yes
4737-AQCPU;No;72;Two year;Credit card (automatic);72.1;No;> 2 anos;Automatico;0.01464516772967127;No
1060-ENTOF;Yes;67;One year;Credit card (automatic);105.4;No;> 2 anos;Automatico;0.12829757046571244;No
0999-QXNSA;Yes;7;Month-to-month;Mailed check;45.75;No;< 1 ano;Manual;0.4768067997933844;Yes
4422-QVIJA;No;35;Month-to-month;Mailed check;50.15;No;> 2 anos;Manual;0.19860216363627642;No
4735-BJKOU;No;40;Two year;Mailed check;20.15;No;> 2 anos;Manual;0.015086076567651706;No
4906-ZHGPK;No;54;One year;Electronic check;70.7;No;> 2 anos;Manual;0.07453095497906992;No
1298-PHBTI;No;71;Two year;Electronic check;84.8;No;> 2 anos;Manual;0.0295764688129888;No
8158-WPEZG;No;11;Month-to-month;Electronic check;35.65;No;< 1 ano;Manual;0.27872355019485284;Yes
1702-CCFNJ;No;52;Month-to-month;Bank transfer (automatic);61.35;No;> 2 anos;Automatico;0.11730075942950642;No
6407-UTSLV;Yes;2;Month-to-month;Bank transfer (automatic);83.8;No;< 1 ano;Automatico;0.6887432745810208;Yes
7398-SKNQZ;No;3;Month-to-month;Electronic check;94.9;No;< 1 ano;Manual;0.7227654783019564;Yes
1958-RNRKS;No;30;Month-to-month;Electronic check;49.9;No;> 2 anos;Manual;0.22681880210037522;No
8345-MVDYC;No;45;Two year;Bank transfer (automatic);81.65;No;> 2 anos;Automatico;0.04749661510035758;No
8375-DKEBR;Yes;1;Month-to-month;Electronic check;69.6;Yes;< 1 ano;Manual;0.6842140368702718;Yes
8887-IPQNC;No;7;Month-to-month;Mailed check;44.25;No;< 1 ano;Manual;0.3603064586917006;Yes
8646-JCOMS;No;66;One year;Bank transfer (automatic);90.55;No;> 2 anos;Automatico;0.06128242629538167;No
9804-ICWBG;No;1;Month-to-month;Electronic check;69.9;Yes;< 1 ano;Manual;0.58454835949856;Yes
1222-KJNZD;No;40;Month-to-month;Bank transfer (automatic);20.4;No;> 2 anos;Automatico;0.06167856348298832;No
0106-GHRQR;No;16;Month-to-month;Bank transfer (automatic);71.4;No;1-2 anos;Automatico;0.38271581809174515;Yes
3768-VHXQO;No;67;Two year;Credit card (automatic);24.85;No;> 2 anos;Automatico;0.004812533313594439;No
4137-JOPHL;No;50;Two year;Bank transfer (automatic);89.7;No;> 2 anos;Automatico;0.04960473222848951;No
9436-ZBZCT;No;14;Month-to-month;Electronic check;89.95;Yes;1-2 anos;Manual;0.6072971327452076;Yes
1803-BGNBD;No;12;Month-to-month;Electronic check;54.3;No;1-2 anos;Manual;0.38380401929053176;Yes
6950-TWMYB;No;54;Two year;Bank transfer (automatic);79.95;No;> 2 anos;Automatico;0.03353160268136428;No
3902-MIVLE;No;63;Two year;Mailed check;75.7;No;> 2 anos;Manual;0.030474607094351;No
0409-WTMPL;No;58;One year;Credit card (automatic);110.65;No;> 2 anos;Automatico;0.1305848898646658;No
3669-WHAFY;No;71;Two year;Credit card (automatic);115.15;No;> 2 anos;Automatico;0.04784265622457234;No
3055-VTCGS;No;63;One year;Credit card (automatic);58.55;No;> 2 anos;Automatico;0.02922673159003658;No
3144-KMTWZ;No;71;Month-to-month;Bank transfer (automatic);93.25;No;> 2 anos;Automatico;0.14078313163855014;No
7279-BUYWN;Yes;41;Month-to-month;Electronic check;113.2;Yes;> 2 anos;Manual;0.6380228447062093;Yes
7156-MHUGY;Yes;13;Month-to-month;Electronic check;90.5;Yes;1-2 anos;Manual;0.7162970352313226;Yes
5207-PLSTK;No;1;Month-to-month;Mailed check;48.75;No;< 1 ano;Manual;0.440358972777597;Yes
2307-FYNNL;Yes;65;Two year;Electronic check;109.05;No;> 2 anos;Manual;0.10213356490222954;No
5605-XNWEN;Yes;72;Two year;Bank transfer (automatic);25;No;> 2 anos;Automatico;0.0062857109258583005;No
0516-VRYBW;No;18;One year;Bank transfer (automatic);20.15;Yes;1-2 anos;Automatico;0.048423070659102375;No
8623-ULFNQ;Yes;26;Month-to-month;Electronic check;66.05;No;> 2 anos;Manual;0.44963339963691057;Yes
5687-DKDTV;No;4;Month-to-month;Mailed check;20.35;Yes;< 1 ano;Manual;0.24500308248634162;No
7530-HDYDS;No;38;Month-to-month;Credit card (automatic);84.25;Yes;> 2 anos;Automatico;0.28958424702955515;Yes
7789-HKSBS;Yes;42;One year;Bank transfer (automatic);105.2;No;> 2 anos;Automatico;0.26042062929991716;No
3096-IZETN;No;12;Month-to-month;Bank transfer (automatic);78.1;Yes;1-2 anos;Automatico;0.4617054178120644;Yes
4193-IBKSW;No;72;Two year;Bank transfer (automatic);24.75;No;> 2 anos;Automatico;0.004029734092522013;No
3506-OVLKD;No;35;One year;Bank transfer (automatic);26.2;No;> 2 anos;Automatico;0.032021375103449705;No
9172-ANCRX;No;10;Month-to-month;Electronic check;98.7;Yes;< 1 ano;Manual;0.6935682374479823;Yes
6650-VJONK;No;1;Month-to-month;Bank transfer (automatic);43.85;No;< 1 ano;Automatico;0.32995348126098234;Yes
7492-TAFJD;No;7;Two year;Mailed check;38.55;No;< 1 ano;Manual;0.07485042101721351;No
2773-MADBQ;No;36;Two year;Mailed check;53.1;No;> 2 anos;Manual;0.041770251868818976;No
6016-LVTJQ;No;34;Month-to-month;Mailed check;20.65;No;> 2 anos;Manual;0.10242472010244777;No
7860-KSUGX;No;72;Two year;Credit card (automatic);64.45;No;> 2 anos;Automatico;0.011901653211177369;No
6910-HADCM;No;1;Month-to-month;Electronic check;76.35;Yes;< 1 ano;Manual;0.6268465773839933;Yes
4816-LXZYW;No;23;Month-to-month;Electronic check;79.15;Yes;1-2 anos;Manual;0.45591029928530286;Yes
5442-PPTJY;No;12;Two year;Mailed check;19.7;No;1-2 anos;Manual;0.03886568398061378;No
1927-QEWMY;No;72;Two year;Credit card (automatic);20.5;No;> 2 anos;Automatico;0.0035871548354291316;No
4450-MDZFX;No;60;Month-to-month;Bank transfer (automatic);74.35;No;> 2 anos;Automatico;0.12543748569672486;No
8496-EJAUI;No;19;Month-to-month;Credit card (automatic);73.85;Yes;1-2 anos;Automatico;0.37377623120694436;Yes
0794-YVSGE;No;72;Two year;Bank transfer (automatic);20.3;No;> 2 anos;Automatico;0.003567564838074769;No
1839-UMACK;No;42;One year;Electronic check;25.05;No;> 2 anos;Manual;0.03382483745922075;No
3132-TVFDZ;Yes;57;Month-to-month;Electronic check;44.85;Yes;> 2 anos;Manual;0.13317343752696223;No
8080-DDEMJ;Yes;1;Month-to-month;Electronic check;45.1;Yes;< 1 ano;Manual;0.5249725121182163;Yes
6959-GQEGV;No;45;Month-to-month;Electronic check;75.95;No;> 2 anos;Manual;0.26168644015923903;Yes
3173-WSSUE;No;71;Two year;Credit card (automatic);19.7;No;> 2 anos;Automatico;0.003634389569188412;No
0621-TWIEM;No;10;Month-to-month;Electronic check;45.55;Yes;< 1 ano;Manual;0.3444222157633824;Yes
3279-DYZQM;No;71;Two year;Mailed check;19.45;No;> 2 anos;Manual;0.0050339719994972835;No
9575-IWCAZ;No;6;One year;Mailed check;25.1;No;< 1 ano;Manual;0.11039308551331059;No
7105-MXJLL;Yes;26;One year;Mailed check;60.7;No;> 2 anos;Manual;0.20249813067905711;No
3961-SXAXY;No;1;Month-to-month;Bank transfer (automatic);44.05;No;< 1 ano;Automatico;0.3311696445102427;Yes
3566-HJGPK;No;1;Month-to-month;Mailed check;45.55;No;< 1 ano;Manual;0.4188154996989512;Yes
3946-JEWRQ;No;47;One year;Credit card (automatic);95.2;No;> 2 anos;Automatico;0.12629630277992532;No
5832-EXGTT;No;29;Month-to-month;Mailed check;60.2;No;> 2 anos;Manual;0.28736482702619104;Yes
8840-DQLGN;Yes;35;Month-to-month;Bank transfer (automatic);100.5;Yes;> 2 anos;Automatico;0.5235928178975839;Yes
2039-JONDJ;No;27;One year;Bank transfer (automatic);55.45;No;> 2 anos;Automatico;0.08914251086464946;No
9894-QMIMJ;No;23;One year;Bank transfer (automatic);55.8;No;1-2 anos;Automatico;0.10210208723632264;No
6689-TCZHQ;Yes;5;Month-to-month;Electronic check;78.95;Yes;< 1 ano;Manual;0.708825060604509;Yes
0754-EEBDC;No;4;Two year;Mailed check;19.9;No;< 1 ano;Manual;0.05109567602926486;No
1951-IEYXM;No;72;Two year;Credit card (automatic);90.6;No;> 2 anos;Automatico;0.02411450248482375;No
3318-NMQXL;No;3;Month-to-month;Electronic check;92;No;< 1 ano;Manual;0.7065179660281512;Yes
3143-ILDAL;No;56;Month-to-month;Electronic check;94.45;Yes;> 2 anos;Manual;0.2859578372569646;Yes
8232-UTFOZ;No;69;Two year;Credit card (automatic);19.95;No;> 2 anos;Automatico;0.0039245209911122625;No
2123-VSCOT;No;59;Two year;Bank transfer (automatic);72.1;No;> 2 anos;Automatico;0.02292285467545764;No
2484-DGXPZ;No;31;Month-to-month;Mailed check;19.55;Yes;> 2 anos;Manual;0.10953899402558154;No
2018-QKYGT;No;1;Month-to-month;Electronic check;81.05;No;< 1 ano;Manual;0.6565287249854966;Yes
2792-VPPET;No;3;Month-to-month;Electronic check;20.5;No;< 1 ano;Manual;0.25233287375399993;No
3247-MHJKM;No;1;Month-to-month;Mailed check;20.2;No;< 1 ano;Manual;0.26420470675397867;Yes
7297-DVYGA;No;51;One year;Bank transfer (automatic);19.85;No;> 2 anos;Automatico;0.0155948855546282;No
7243-LCGGZ;No;1;Month-to-month;Mailed check;20.9;No;< 1 ano;Manual;0.267960966792258;Yes
4890-VMUAV;No;63;One year;Electronic check;71.5;No;> 2 anos;Manual;0.05661962367512233;No
3764-MNMOI;No;46;Two year;Credit card (automatic);19.2;No;> 2 anos;Automatico;0.008580849623873892;No
8229-BUJHX;No;71;Two year;Bank transfer (automatic);20.5;No;> 2 anos;Automatico;0.0037148693305764707;No
7449-HVPIV;No;55;Month-to-month;Credit card (automatic);90.4;No;> 2 anos;Automatico;0.20993481125439328;No
9614-RMGHA;No;65;Month-to-month;Bank transfer (automatic);91.85;Yes;> 2 anos;Automatico;0.16292860926146938;No
0564-MUUQK;No;20;Month-to-month;Bank transfer (automatic);95.5;No;1-2 anos;Automatico;0.5109370734964644;Yes
5834-ASPWA;No;1;Month-to-month;Electronic check;75.45;Yes;< 1 ano;Manual;0.6210438417500733;Yes
0701-RFGFI;No;49;Month-to-month;Bank transfer (automatic);95.4;No;> 2 anos;Automatico;0.27343778644204064;Yes
5882-CMAZQ;No;5;Month-to-month;Electronic check;34.25;No;< 1 ano;Manual;0.31462200478059826;Yes
3511-APPBJ;No;23;One year;Credit card (automatic);99.95;No;1-2 anos;Automatico;0.276700029657389;Yes
3723-BFBGR;Yes;24;Month-to-month;Credit card (automatic);54.8;No;> 2 anos;Automatico;0.3153750729769885;Yes
0565-IYCGT;No;69;One year;Credit card (automatic);78.6;Yes;> 2 anos;Automatico;0.040592550244436136;No
5445-UTODQ;No;7;Month-to-month;Electronic check;81.1;Yes;< 1 ano;Manual;0.6079165618122955;Yes
4425-OWHWB;No;20;One year;Credit card (automatic);19.35;No;1-2 anos;Automatico;0.044346910349108495;No
9675-ICXCT;No;72;Two year;Electronic check;80.8;No;> 2 anos;Manual;0.025686152764452085;No
1024-VRZHF;No;11;Month-to-month;Electronic check;74.95;Yes;< 1 ano;Manual;0.5322348480376102;Yes
3190-FZATL;No;14;Month-to-month;Mailed check;19.95;No;1-2 anos;Manual;0.18428859163914618;No
8901-HJXTF;No;12;Month-to-month;Mailed check;29.2;Yes;1-2 anos;Manual;0.23809479577993345;No
5419-KLXBN;No;25;Month-to-month;Bank transfer (automatic);89.15;Yes;> 2 anos;Automatico;0.4240187774198222;Yes
0607-MVMGC;No;45;One year;Credit card (automatic);78.75;No;> 2 anos;Automatico;0.08981354263686918;No
3365-SAIGS;No;17;Month-to-month;Electronic check;83.55;No;1-2 anos;Manual;0.5386137158336577;Yes
9993-LHIEB;No;67;Two year;Mailed check;67.85;No;> 2 anos;Manual;0.021539931305659222;No
7615-ESMYF;No;2;Month-to-month;Electronic check;44.6;Yes;< 1 ano;Manual;0.40399295509471794;Yes
0017-DINOC;No;54;Two year;Credit card (automatic);45.2;No;> 2 anos;Automatico;0.013176557842982902;No
0224-HJAPT;No;5;Month-to-month;Electronic check;47.15;Yes;< 1 ano;Manual;0.3955310916814374;Yes
8086-OVPWV;No;2;Month-to-month;Electronic check;80.2;Yes;< 1 ano;Manual;0.6432259928294024;Yes
9430-FRQOC;No;4;Month-to-month;Mailed check;87.1;Yes;< 1 ano;Manual;0.6701300479806929;Yes
1492-QGCLU;No;53;Month-to-month;Electronic check;85.7;No;> 2 anos;Manual;0.2591865075790113;No
7328-OWMOM;No;31;One year;Credit card (automatic);20.1;No;> 2 anos;Automatico;0.031189778490121306;No
8861-HGGKB;No;10;Month-to-month;Electronic check;86.45;Yes;< 1 ano;Manual;0.6178040928944852;Yes
0181-RITDD;No;62;Two year;Mailed check;108.15;No;> 2 anos;Manual;0.07356936662991946;No
4795-KTRTH;Yes;5;Month-to-month;Electronic check;81;Yes;< 1 ano;Manual;0.7203133054123175;Yes
0308-GIQJT;Yes;71;One year;Bank transfer (automatic);105.75;No;> 2 anos;Automatico;0.11436321269190584;No
3778-FOAQW;No;24;One year;Mailed check;20.15;No;> 2 anos;Manual;0.054435039317272484;No
8309-IEYJD;Yes;1;Month-to-month;Mailed check;70.6;No;< 1 ano;Manual;0.6901209965910488;Yes
9172-JITSM;No;26;Month-to-month;Electronic check;90.8;Yes;> 2 anos;Manual;0.5094923842537673;Yes
3546-GHEAE;No;7;Two year;Mailed check;19.45;No;< 1 ano;Manual;0.04568121660070312;No
7519-JTWQH;No;69;Two year;Bank transfer (automatic);110.5;No;> 2 anos;Automatico;0.0452881188906749;No
2538-OIMXF;No;1;Month-to-month;Mailed check;24.7;No;< 1 ano;Manual;0.28893281835953344;Yes
8543-MSDMF;No;3;Month-to-month;Electronic check;77.4;No;< 1 ano;Manual;0.6171196417305675;Yes
4872-JCVCA;No;71;Two year;Bank transfer (automatic);47.6;No;> 2 anos;Automatico;0.007790633511336825;No
5346-BZCHP;No;69;Two year;Mailed check;19.4;No;> 2 anos;Manual;0.005390840436308611;No
2189-UXTKY;No;22;Month-to-month;Electronic check;79.2;Yes;1-2 anos;Manual;0.4649745163365394;Yes
7483-IQWIB;No;37;Month-to-month;Electronic check;92.95;No;> 2 anos;Manual;0.4282041794950693;Yes
7996-MHXLW;No;66;Two year;Credit card (automatic);25.15;No;> 2 anos;Automatico;0.005024703235980976;No
9079-LWTFD;No;47;Month-to-month;Mailed check;100.75;No;> 2 anos;Manual;0.3950891412828261;Yes
5804-HYIEZ;No;70;Month-to-month;Electronic check;106.05;No;> 2 anos;Manual;0.25201110290095907;No
3486-KHMLI;No;21;Month-to-month;Mailed check;24.7;No;1-2 anos;Manual;0.16758796424358363;No
3806-DXQOM;No;4;Month-to-month;Electronic check;33.65;Yes;< 1 ano;Manual;0.3186520015145687;Yes
6661-EIPZC;No;48;Month-to-month;Credit card (automatic);29.5;No;> 2 anos;Automatico;0.059917626015479265;No
8957-THMOA;No;50;Two year;Credit card (automatic);20.15;No;> 2 anos;Automatico;0.007660798131555388;No
5555-RNPGT;No;10;Month-to-month;Credit card (automatic);24.8;No;< 1 ano;Automatico;0.1753927737765917;No
9300-RENDD;No;1;Month-to-month;Electronic check;79.95;Yes;< 1 ano;Manual;0.6496807439742688;Yes
8087-LGYHQ;No;9;Month-to-month;Electronic check;94.05;No;< 1 ano;Manual;0.6735290155658943;Yes
2911-WDXMV;No;18;Month-to-month;Credit card (automatic);80.55;No;1-2 anos;Automatico;0.4263327093488893;Yes
7422-WNBTY;No;33;Month-to-month;Electronic check;93.35;No;> 2 anos;Manual;0.46561909488932995;Yes
7607-QKKTJ;No;45;One year;Credit card (automatic);95;No;> 2 anos;Automatico;0.1336132840194595;No
7707-PYBBH;No;40;Month-to-month;Mailed check;61.9;No;> 2 anos;Manual;0.2230918671027138;No
8984-HPEMB;No;71;Two year;Electronic check;118.65;No;> 2 anos;Manual;0.07171805549335998;No
4349-GFQHK;No;1;Month-to-month;Electronic check;54.35;Yes;< 1 ano;Manual;0.4785572832545157;Yes
4139-DETXS;No;72;Two year;Bank transfer (automatic);64.45;No;> 2 anos;Automatico;0.011901653211177369;No
9779-DPNEJ;No;22;Month-to-month;Electronic check;80.15;No;1-2 anos;Manual;0.4714743024167935;Yes
4123-FCVCB;No;12;One year;Mailed check;75.85;No;1-2 anos;Manual;0.2884647094955263;Yes
7802-EFKNY;No;5;Month-to-month;Electronic check;24.95;Yes;< 1 ano;Manual;0.2622798893912921;Yes
5858-EAFCZ;No;1;Month-to-month;Mailed check;44.45;No;< 1 ano;Manual;0.41147659428416566;Yes
8051-HJRLT;Yes;1;Month-to-month;Electronic check;70.55;Yes;< 1 ano;Manual;0.6898270962864077;Yes
4010-YLMVT;No;56;Month-to-month;Credit card (automatic);106.6;No;> 2 anos;Automatico;0.28592210503910087;Yes
8612-GXIDD;No;12;Two year;Bank transfer (automatic);25.4;No;1-2 anos;Automatico;0.03275436211244029;No
6288-CHQJB;No;54;Two year;Bank transfer (automatic);69.95;No;> 2 anos;Automatico;0.025681954932904594;No
8160-HOWOX;No;7;Month-to-month;Electronic check;66.85;No;< 1 ano;Manual;0.5117450212780651;Yes
3023-GFLBR;No;33;Month-to-month;Credit card (automatic);86.15;Yes;> 2 anos;Automatico;0.33857911539003993;Yes
6648-INWPS;No;16;Month-to-month;Electronic check;20.15;No;1-2 anos;Manual;0.174756267198542;No
4079-VTGLK;Yes;30;Two year;Electronic check;74.85;No;> 2 anos;Manual;0.1318629157282348;No
7978-DKUQH;No;25;Month-to-month;Electronic check;74.6;No;> 2 anos;Manual;0.40804053033860765;Yes
4335-UPJSI;No;24;Two year;Mailed check;19.75;No;> 2 anos;Manual;0.025882209283931392;No
1784-EZDKJ;No;51;One year;Bank transfer (automatic);106.8;No;> 2 anos;Automatico;0.14731655481256714;No
7101-HRBLJ;No;72;Two year;Bank transfer (automatic);83.7;No;> 2 anos;Automatico;0.020033034863505526;No
5159-YFPKQ;No;2;Month-to-month;Electronic check;75.8;Yes;< 1 ano;Manual;0.615025456141712;Yes
4021-RQSNY;Yes;29;Month-to-month;Electronic check;98.5;Yes;> 2 anos;Manual;0.6420335107034042;Yes
1895-QTKDO;No;1;Month-to-month;Credit card (automatic);43.95;No;< 1 ano;Automatico;0.330561279763677;Yes
1178-PZGAB;No;19;One year;Credit card (automatic);20.25;No;1-2 anos;Automatico;0.04695338115815891;No
2626-VEEWG;No;67;Two year;Credit card (automatic);19.4;No;> 2 anos;Automatico;0.004145955275696597;No
7375-WMVMT;Yes;71;Two year;Credit card (automatic);95.5;No;> 2 anos;Automatico;0.04348849377612634;No
1136-XGEQU;No;50;One year;Credit card (automatic);84.15;No;> 2 anos;Automatico;0.08761664208725133;No
5970-GHJAW;No;46;Two year;Credit card (automatic);19.95;No;> 2 anos;Automatico;0.008757963841718924;No
8879-XUAHX;No;71;Two year;Electronic check;116.25;No;> 2 anos;Manual;0.06744961446909702;No
3689-MOZGR;No;29;Month-to-month;Electronic check;31.2;No;> 2 anos;Manual;0.15379970406724883;No
2514-GINMM;No;1;Month-to-month;Electronic check;79.5;Yes;< 1 ano;Manual;0.6468612264733428;Yes
8548-AWOFC;No;66;Month-to-month;Electronic check;63.85;No;> 2 anos;Manual;0.10841106570323035;No
7951-VRDVK;No;36;One year;Bank transfer (automatic);85.85;No;> 2 anos;Automatico;0.14126744682739067;No
5931-FLJJF;Yes;7;Month-to-month;Mailed check;70.1;Yes;< 1 ano;Manual;0.6402090610839452;Yes
2659-VXMWZ;No;67;One year;Electronic check;111.3;Yes;> 2 anos;Manual;0.13471432976265538;No
0380-NEAVX;Yes;34;One year;Electronic check;99.85;No;> 2 anos;Manual;0.3598872816348099;Yes
8337-MSSXB;No;14;Month-to-month;Electronic check;86.3;Yes;1-2 anos;Manual;0.583137592126743;Yes
5494-WOZRZ;No;71;Two year;Credit card (automatic);82;No;> 2 anos;Automatico;0.019806535526340378;No
8378-LKJAF;No;38;Month-to-month;Credit card (automatic);101.15;No;> 2 anos;Automatico;0.3934076115357353;Yes
8182-BJDSI;No;28;Month-to-month;Electronic check;89.95;Yes;> 2 anos;Manual;0.4861016795030935;Yes
1153-GNOLC;No;33;One year;Electronic check;39.1;No;> 2 anos;Manual;0.06598528648113546;No
3298-QEICA;No;23;Two year;Mailed check;34.6;No;1-2 anos;Manual;0.03974165410573657;No
0788-DXBFY;No;58;One year;Electronic check;19.55;No;> 2 anos;Manual;0.01687205003201081;No
3496-LFSZU;No;4;Month-to-month;Electronic check;70.5;No;< 1 ano;Manual;0.5628221677982518;Yes
8097-VBQTZ;No;54;Month-to-month;Mailed check;69.9;No;> 2 anos;Manual;0.17953812888523635;No
3420-ZDBMA;Yes;5;Month-to-month;Mailed check;71.45;No;< 1 ano;Manual;0.664540100128808;Yes
3398-GCPMU;Yes;72;Two year;Credit card (automatic);89.55;No;> 2 anos;Automatico;0.0359363441952054;No
6050-FFXES;No;69;Two year;Bank transfer (automatic);105.35;No;> 2 anos;Automatico;0.039548292507198074;No
0829-DDVLK;No;15;One year;Credit card (automatic);20.1;No;1-2 anos;Automatico;0.05344473935169397;No
9150-HEPMB;No;56;One year;Mailed check;52.7;No;> 2 anos;Manual;0.043774978276598125;No
4529-CKBCL;No;2;Month-to-month;Electronic check;80.2;Yes;< 1 ano;Manual;0.6432259928294024;Yes
9239-GZHZE;No;72;Two year;Credit card (automatic);113.65;No;> 2 anos;Automatico;0.04448309054335634;No
8064-RAVOH;No;1;Month-to-month;Electronic check;49.85;No;< 1 ano;Manual;0.44782103453573346;Yes
7180-PISOG;No;1;Month-to-month;Electronic check;74.5;Yes;< 1 ano;Manual;0.6148809602337225;Yes
5334-AFQJB;Yes;72;Two year;Credit card (automatic);25.1;No;> 2 anos;Automatico;0.006302898101304951;No
2754-SDJRD;Yes;8;Month-to-month;Credit card (automatic);100.15;No;< 1 ano;Automatico;0.7374693166409038;Yes
9578-VRMNM;No;16;Month-to-month;Credit card (automatic);65.2;Yes;1-2 anos;Automatico;0.34334884877905036;Yes
1587-FKLZB;Yes;66;Month-to-month;Credit card (automatic);99.5;Yes;> 2 anos;Automatico;0.26473152400788486;Yes
8963-JLGJT;No;3;Month-to-month;Mailed check;55.9;No;< 1 ano;Manual;0.47166641954051247;Yes
7470-MCQTK;No;13;Month-to-month;Bank transfer (automatic);48.75;Yes;1-2 anos;Automatico;0.2699065482889957;Yes
4813-HQMGZ;No;8;Month-to-month;Electronic check;90.25;No;< 1 ano;Manual;0.6581098838058105;Yes
7377-DMMRI;No;2;Month-to-month;Electronic check;47.8;Yes;< 1 ano;Manual;0.4253319647693007;Yes
7245-NIIWQ;No;3;Month-to-month;Electronic check;69.85;No;< 1 ano;Manual;0.567062144719938;Yes
3324-OIRTO;No;71;One year;Bank transfer (automatic);104.65;No;> 2 anos;Automatico;0.07466594240680591;No
9154-QDGTH;No;43;One year;Credit card (automatic);104.3;No;> 2 anos;Automatico;0.17601206926186858;No
2577-GVSIL;No;35;One year;Bank transfer (automatic);73.45;No;> 2 anos;Automatico;0.10808733990809608;No
1306-RPWXZ;No;49;Two year;Credit card (automatic);20.45;No;> 2 anos;Automatico;0.00799753024981303;No
8949-JTMAY;No;29;Month-to-month;Credit card (automatic);98.6;Yes;> 2 anos;Automatico;0.4533681471276632;Yes
1104-FEJAM;No;28;Month-to-month;Electronic check;64.4;No;> 2 anos;Manual;0.3191472743445928;Yes
2809-ILCYT;No;25;One year;Mailed check;26.8;No;> 2 anos;Manual;0.06255263692686372;No
5499-ECUTN;No;47;One year;Credit card (automatic);66.05;No;> 2 anos;Automatico;0.06093252075613509;No
4612-THJBS;Yes;56;One year;Bank transfer (automatic);104.75;Yes;> 2 anos;Automatico;0.1754155972160098;No
4277-BWBML;No;72;Two year;Bank transfer (automatic);19.95;No;> 2 anos;Automatico;0.003533538509578084;No
0234-TEVTT;No;48;One year;Credit card (automatic);45;No;> 2 anos;Automatico;0.033938961835082375;No
2637-FKFSY;No;3;Month-to-month;Mailed check;46.1;No;< 1 ano;Manual;0.4054640360389302;Yes
5067-WJEUN;No;67;Two year;Bank transfer (automatic);54.2;No;> 2 anos;Automatico;0.010716440290423582;No
7989-AWGEH;No;49;Month-to-month;Electronic check;39.2;No;> 2 anos;Manual;0.10087678443605393;No
4373-VVHQL;No;1;Month-to-month;Electronic check;44.75;No;< 1 ano;Manual;0.41347435727967297;Yes
0235-KGSLC;No;1;Month-to-month;Credit card (automatic);85.55;Yes;< 1 ano;Automatico;0.607657071170981;Yes
6650-BWFRT;No;72;Two year;Credit card (automatic);117.15;No;> 2 anos;Automatico;0.048754846696107974;No
2712-SYWAY;No;1;Month-to-month;Electronic check;25.7;No;< 1 ano;Manual;0.29461095012832605;Yes
5498-IBWPI;No;66;One year;Credit card (automatic);49.4;No;> 2 anos;Automatico;0.020637783133475526;No
3757-NJYBX;Yes;32;Month-to-month;Bank transfer (automatic);106.35;Yes;> 2 anos;Automatico;0.5891687027951246;Yes
3413-DHLPB;No;60;Month-to-month;Bank transfer (automatic);103.75;No;> 2 anos;Automatico;0.24341689700961328;No
6734-GMPVK;No;5;Month-to-month;Electronic check;105.3;No;< 1 ano;Manual;0.7638270207393459;Yes
7318-EIVKO;No;8;Month-to-month;Electronic check;59.25;No;< 1 ano;Manual;0.4509177769116868;Yes
3771-PZOBW;No;20;Month-to-month;Credit card (automatic);90.7;No;1-2 anos;Automatico;0.4779784013137233;Yes
5136-KCKGI;No;33;One year;Mailed check;103.7;Yes;> 2 anos;Manual;0.2942307849399941;Yes
3722-WPXTK;No;1;Month-to-month;Electronic check;88.35;Yes;< 1 ano;Manual;0.700243759650272;Yes
1089-HDMKP;Yes;11;Month-to-month;Electronic check;54.55;No;< 1 ano;Manual;0.5021313741088855;Yes
